Area,Location,Property Type,Number of structures,Swimming Pool,Boundary,Age Category,Land Rate,Market Value,Number of rooms,Proximity to schools(km),Proximity to healthcare(km),Proximity to malls(km),Proximity to highway(km)
487.6,high density,single_storey,3,No,fenced,old,50,42476.00714,4,2.897007721,2.3429333,5.166345919,3.611414947
525,high density,single_storey,3,No,walled,new,50,31214.4,1,2.88994235,2.098928211,4.861745769,4.033074164
450.01,high density,single_storey,4,No,walled,new,50,29336.05714,3,2.95158226,2.092934801,4.857510048,4.033290171
438.55,high density,single_storey,1,No,walled,new,50,29033.76429,2,2.95902922,2.091141122,4.860357319,4.021535667
524.94,high density,single_storey,6,No,walled,new,50,31193.49286,4,2.965575951,2.082576017,4.850751598,4.032080116
793.3154001,high density,single_storey,2,No,walled,new,32.14285714,43545.32857,2,2.972636801,2.081154171,4.851616669,4.026764809
431.75,high density,single_storey,2,No,walled,established,32.14285714,42686.37143,2,2.976502742,2.07654123,4.848522429,4.026474905
487.85,high density,single_storey,3,No,walled,new,50,42377.22143,4,2.982644846,2.068927677,4.842453557,4.028782527
399.82,high density,single_storey,4,No,walled,old,50,37940.23571,2,2.991726036,2.064419043,4.839568421,4.028114995
434.99,high density,single_storey,1,No,walled,old,50,39692.97143,1,2.998005158,2.058472188,4.835766217,4.02723106
656.26,high density,single_storey,3,No,walled,old,50,34320.65714,3,3.006394395,2.059221252,4.83939391,4.018211945
435,high density,single_storey,3,No,walled,old,50,31896.05,4,3.009611407,2.090925214,4.839488131,4.080174374
553.44,high density,single_storey,3,No,walled,old,50,31743.82857,2,2.948358594,2.085070055,4.827759156,4.101401078
481.19,high density,single_storey,4,No,walled,old,50,41964.97857,2,2.950822134,2.086336112,4.8366942,4.079117465
737.39,high density,single_storey,2,No,walled,old,57.14285714,60010.64286,3,2.953962229,2.07052467,4.819153734,4.097476729
435,high density,single_storey,3,No,walled,old,50,31798.6,2,2.968302444,2.076988058,4.830856152,4.077393861
524.98,high density,single_storey,5,No,walled,old,50,30935.87143,3,2.965434816,2.07248134,4.828236534,4.076028899
437.52,high density,single_storey,4,No,walled,old,50,30286.64286,2,2.971184564,2.066201725,4.816588598,4.096343834
524.92,high density,single_storey,3,No,walled,relatively new,50,30908.85,1,2.973597642,2.060958805,4.81325114,4.09560246
487.49,high density,single_storey,4,No,walled,relatively new,50,31713.15714,2,2.979935709,2.047057364,4.804386578,4.093723253
400,high density,single_storey,3,No,walled,relatively new,50,27758.62857,2,2.997016619,2.058082985,4.818837223,4.07458459
535.25,high density,single_storey,1,No,walled,relatively new,32.14285714,48329.35,1,2.989102621,2.03983856,4.807507579,4.071216142
525,high density,single_storey,5,No,walled,relatively new,50,34588.54286,2,3.013053537,2.034964554,4.804571324,4.070075222
743.68,high density,single_storey,4,No,walled,relatively new,50,44257.3,4,3.019715024,2.030133353,4.801317738,4.069915774
524.99,high density,single_storey,2,No,walled,relatively new,50,34557.39286,1,3.026025336,2.021540423,4.790486668,4.083815319
450,high density,single_storey,3,No,walled,relatively new,50,40178.45,2,3.031888055,2.058913557,4.798556573,4.131905253
506.96,high density,single_storey,2,No,walled,relatively new,50,43011.58571,3,2.975089613,2.054155532,4.795718411,4.130752784
419.72,high density,single_storey,3,No,walled,relatively new,50,28144.17857,2,2.98061087,2.045681923,4.788763415,4.133862628
507.01,high density,single_storey,4,No,walled,relatively new,50,35739.40714,3,2.989634104,2.048692741,4.785537053,4.148093019
568.76,high density,single_storey,4,No,walled,relatively new,50,35912.96429,2,2.984029438,2.03802989,4.777681055,4.149605493
499.98,high density,single_storey,3,No,fenced,relatively new,50,33641.41429,2,2.995627379,1.960723172,4.534377505,10.7247085
612.49,high density,single_storey,3,No,walled,relatively new,50,32872.57143,2,5.018916685,1.975115138,4.559331472,10.75558827
511.91,high density,single_storey,5,No,fenced,relatively new,50,30307.36429,2,5.034565418,1.968679227,4.557497263,10.75961798
525.01,high density,single_storey,4,No,fenced,relatively new,50,30610.90714,4,5.028508667,1.955219048,4.551702451,10.76429228
525,high density,single_storey,5,No,walled,relatively new,50,34303.72857,2,5.015606064,1.968970889,4.569329755,10.78214692
594.57,high density,single_storey,3,No,walled,relatively new,50,34388.9,2,5.029749044,1.942254796,4.557998307,10.79191997
843.75,high density,single_storey,2,No,fenced,relatively new,57.14285714,71569.39286,3,5.003845029,1.935170654,4.554339055,10.7932414
437.4,high density,single_storey,3,No,walled,relatively new,50,28260.24286,2,4.996898046,1.928927413,4.551901601,10.79595195
731.25,high density,single_storey,2,No,walled,relatively new,57.14285714,59095.40714,2,4.990796668,1.908325431,4.531038746,10.77976194
565.92,high density,single_storey,3,No,walled,relatively new,50,31418.90714,2,4.970108408,1.893835804,4.524567736,10.78441323
435.03,high density,single_storey,4,No,walled,established,50,38997.12143,2,4.955877039,1.886603112,4.52146549,10.78699437
435.01,high density,single_storey,1,No,walled,established,50,31222.39286,1,4.948745077,1.908171572,4.542749789,10.80293973
630.02,high density,single_storey,3,No,walled,established,32.14285714,37471.83571,1,4.970350738,1.901322867,4.539545987,10.80489274
450.01,high density,single_storey,1,No,fenced,established,32.14285714,42912.08571,2,4.9635616,1.893673681,4.536258227,10.80765539
450.05,high density,single_storey,5,No,walled,established,50,28431.82857,2,4.955960207,1.881312924,4.531069654,10.81238626
524.94,high density,single_storey,5,No,walled,relatively new,50,30293.90714,2,4.943618113,1.867271799,4.513762637,10.79509289
435.05,high density,single_storey,1,No,walled,relatively new,32.14285714,35799.12857,2,4.929570956,1.860294736,4.510148256,10.79638
506.99,high density,single_storey,7,No,fenced,relatively new,50,31619.22143,4,4.922602408,1.853673368,4.507124618,10.79841116
599.89,high density,single_storey,4,No,walled,relatively new,50,47122.2,2,4.915972204,1.848038716,4.505161769,10.80135832
524.91,high density,single_storey,4,No,walled,relatively new,50,33987.55,3,4.910307304,1.840713446,4.501053913,10.80210037
512.2,high density,single_storey,3,No,walled,relatively new,50,35396.92143,2,4.902941232,1.874891776,4.528310622,10.81472761
467.05,high density,single_storey,3,No,walled,relatively new,50,28772.42857,2,4.937176786,1.920476395,3.386949226,6.320770679
524.84,high density,single_storey,3,No,walled,relatively new,50,35837.70714,1,4.110375231,1.905677644,3.371067088,6.323800212
450.01,high density,single_storey,2,No,walled,relatively new,50,28314.17143,3,4.122669011,1.941850002,3.414783414,6.310973197
450.92,high density,single_storey,4,No,walled,relatively new,50,31504.42857,2,4.094203038,1.984773848,3.445962672,6.319110755
1086,high density,single_storey,2,No,walled,relatively new,32.14285714,51907.87143,2,4.054787291,1.985553539,3.474874595,6.287139908
450,high density,single_storey,4,No,walled,relatively new,50,29849.12143,2,4.063304742,1.98437079,3.460163029,6.302667508
524.99,high density,single_storey,3,No,walled,relatively new,50,35731.01429,3,4.0597568,1.99446408,3.456377128,6.317217908
525,high density,single_storey,4,No,walled,relatively new,50,35692.84286,2,4.046955611,2.004867068,3.43396247,6.352947529
525.03,high density,single_storey,4,No,walled,relatively new,50,33793.43571,2,4.028370178,1.998174992,3.428471102,6.352265417
568.67,high density,single_storey,3,No,walled,relatively new,50,35165.87857,2,4.034384873,2.008383612,3.423140042,6.368545861
437.49,high density,single_storey,3,No,walled,relatively new,50,27819.9,1,4.021391112,2.015303107,3.4004102,6.400586993
525.08,high density,single_storey,2,No,walled,relatively new,32.14285714,33748.27857,4,4.007815335,2.0200489,3.389788898,6.416978729
435,high density,single_storey,3,No,walled,relatively new,50,27731.17857,2,4.000052749,2.032822697,3.384409037,6.435773645
449.99,high density,single_storey,3,No,walled,relatively new,50,28096.30714,2,3.984756819,2.032449449,3.369302606,6.451676086
405.98,high density,single_storey,2,No,walled,relatively new,50,37137.37143,2,3.982034337,2.039254857,3.34136083,6.488338548
702,high density,single_storey,2,No,walled,relatively new,64.28571429,61946.70714,4,3.969543848,2.104494,3.374300703,6.520139577
630.01,high density,single_storey,2,No,walled,relatively new,64.28571429,61778.05714,3,3.90457391,2.109767442,3.370701162,6.529423764
449.99,high density,single_storey,3,No,walled,relatively new,50,29627.89286,4,3.898284746,2.073188993,3.323512666,6.541471901
525.03,high density,single_storey,3,No,walled,old,50,35519.55,2,3.930574223,2.062406729,3.317932428,6.536343253
405.98,high density,single_storey,2,No,walled,old,50,37063.52857,3,3.941304616,2.071879229,3.309219276,6.554989935
405.89,high density,single_storey,1,No,walled,old,50,29781.79286,2,3.930204383,2.077997744,3.29939009,6.57134071
524.96,high density,single_storey,6,No,fenced,old,50,50476.69286,2,3.922689531,2.082449077,3.323094302,6.551337445
525.01,high density,single_storey,3,No,walled,old,50,35457,4,3.920690755,2.090673838,3.33879677,6.543356188
637.34,high density,single_storey,3,No,walled,old,50,48554.12143,3,3.914002696,2.062575852,3.337521356,6.516015998
506.97,high density,single_storey,3,No,walled,old,50,29308.10714,2,3.943863024,2.056908909,3.329947868,6.518217713
524.96,high density,single_storey,4,No,walled,old,50,33478.42143,3,3.948812611,2.022557921,3.24427849,6.572066167
831.25,high density,single_storey,2,No,walled,old,50,37348.81429,2,3.975612666,2.017463378,3.252313004,6.558891278
399.9,high density,single_storey,3,No,fenced,old,50,36496.07857,2,3.981527711,1.997105029,3.256308415,6.534771556
600,high density,single_storey,1,No,walled,old,50,35770.67143,3,4.003113685,2.165823957,3.460684108,6.491431344
495,high density,single_storey,1,No,fenced,old,50,28713.69286,2,3.854405344,2.097330148,3.457181218,6.42269951
525.01,high density,single_storey,2,No,fenced,old,32.14285714,33166.42143,2,3.930283693,2.054478692,3.470662521,6.362881374
475.51,high density,single_storey,3,No,walled,established,50,29831.27143,2,3.982691602,2.00193216,3.445821699,6.336702358
611.89,high density,single_storey,4,No,walled,established,50,46833.55714,2,4.035171984,1.977604539,3.496350505,6.254364009
450,high density,single_storey,4,No,walled,new,50,27478.83571,2,4.080220302,1.964661914,3.500344049,6.236537802
525.01,high density,single_storey,3,No,walled,relatively new,50,31166.03571,3,4.096905519,1.924403375,3.45991076,6.242583049
463.99,high density,single_storey,3,No,walled,relatively new,50,36045.71429,2,4.128942194,1.92066029,3.471947224,6.225014562
449.93,high density,single_storey,3,No,walled,relatively new,50,38638.41429,2,4.13769507,1.907880183,3.500842121,6.178633542
525.01,high density,single_storey,5,No,fenced,relatively new,50,34846.46429,2,4.164114008,1.899179902,3.485386544,6.188027448
708.64,high density,single_storey,3,No,walled,relatively new,50,36342.19286,2,4.168091753,1.910541399,3.490796028,6.193045818
449.94,high density,single_storey,1,No,walled,relatively new,50,38571.94286,2,4.156868198,1.870888769,3.491219094,6.153178008
374.82,high density,single_storey,3,No,walled,relatively new,50,25441.30714,2,4.20394613,1.804772903,3.463235995,6.121712101
437.49,high density,single_storey,2,No,fenced,relatively new,50,31695.36429,1,4.270374771,1.807593661,3.396837259,6.200891477
1196.72,high density,single_storey,2,No,walled,relatively new,64.28571429,50252.30714,2,4.241576532,1.782417849,3.378462563,6.19797156
435,high density,single_storey,3,No,fenced,relatively new,50,37788.32857,1,4.264139151,1.757020782,3.354954761,6.200790944
601.91,high density,single_storey,4,No,walled,relatively new,50,35339.13571,3,4.285316768,1.761290686,3.369592476,6.188316827
450.01,high density,single_storey,3,No,walled,new,50,31929.72857,2,4.285264167,1.687207577,3.313645241,6.183562977
450.08,high density,single_storey,3,No,fenced,new,50,30289.49286,2,4.351124176,1.650090406,3.285730332,6.18167805
787.69,high density,single_storey,2,No,fenced,new,32.14285714,41127.27857,2,4.384295842,1.754832328,3.460185557,6.077861941
418.93,high density,single_storey,1,No,walled,new,50,36743.27857,4,4.328243121,1.786849191,3.267501525,6.323518012
598.39,high density,single_storey,3,No,fenced,new,50,45709.11429,2,4.229173731,1.762890844,3.260461879,6.309186187
506.82,high density,single_storey,3,No,walled,new,50,32075.39286,1,4.253745794,1.739516604,3.237229835,6.312761962
450.08,high density,single_storey,3,No,fenced,new,50,27022.25714,2,4.274345237,1.730253026,3.242091247,6.299353199
449.99,high density,single_storey,4,No,walled,new,50,27006.15714,3,4.28534355,1.120608938,1.412971497,5.969974658
524.99,high density,single_storey,5,No,fenced,new,50,41984.98571,1,3.009696701,1.128227994,1.40797463,5.977797403
487.59,high density,single_storey,6,No,fenced,new,50,31388.42143,2,3.005501319,1.134903364,1.401209689,5.987053546
568.67,high density,single_storey,6,No,walled,old,50,33993.72857,2,2.999460464,1.139732252,1.391443479,5.998582135
524.94,high density,single_storey,3,No,walled,old,50,41925.1,2,2.990289319,1.124282454,1.432585466,5.951788938
510.12,high density,single_storey,4,No,walled,old,50,28411,1,3.029242211,1.106901765,1.425957028,5.952030635
446.3,high density,single_storey,3,No,walled,old,50,28368.69286,2,3.021083455,1.074413422,1.409466252,5.95719192
399.9,high density,single_storey,2,No,walled,old,50,35605.95714,3,3.00153804,1.085143502,1.398960059,5.971208728
464.05,high density,single_storey,3,No,fenced,old,50,30504.22143,2,2.992420544,1.096158223,1.389326798,5.984536701
748.71,high density,single_storey,1,No,walled,old,32.14285714,39647.33571,3,2.984127297,1.107556664,1.381099005,5.996702317
449.98,high density,single_storey,5,No,walled,old,50,30034.75714,2,2.97718999,1.118942358,1.368899053,6.012853751
581.99,high density,single_storey,2,No,walled,established,50,44669.89286,1,2.966284187,1.130602256,1.360361187,6.025602426
512.51,high density,single_storey,5,No,fenced,established,50,28382.07857,3,2.958935522,1.139077272,1.350127797,6.038856908
391.5,high density,single_storey,3,No,fenced,established,50,25310.75,1,2.94958433,1.15163613,1.342091266,6.051635773
406,high density,single_storey,3,No,walled,established,50,35765.80714,2,2.942681776,1.061442273,1.39659715,5.965688177
450.02,high density,single_storey,2,No,walled,established,50,26698.67143,2,2.987474981,1.074766684,1.387330021,5.979185201
437.5,high density,single_storey,3,No,fenced,established,50,43537.41429,2,2.979898843,1.086513161,1.377157086,5.99316189
450,high density,single_storey,3,No,walled,established,50,26631.55,4,2.971185692,1.097231778,1.36806765,6.005806484
449.98,high density,single_storey,4,No,walled,established,50,29830.56429,2,2.963365078,1.107628653,1.356981167,6.020361583
524.35,high density,single_storey,3,No,walled,established,50,32178.09286,3,2.953491603,1.117487864,1.346677908,6.034013348
500.01,high density,single_storey,3,No,fenced,established,50,31313.00714,2,2.944281151,1.132452501,1.335496367,6.05051673
437.57,high density,single_storey,3,No,walled,established,50,26129.29286,4,2.934597308,1.143051951,1.328315459,6.061586499
450.05,high density,single_storey,4,No,walled,established,50,31240.46429,4,2.928401537,1.007776789,1.404605246,5.941789211
450.01,high density,single_storey,3,No,walled,established,50,26405.48571,3,2.988566902,0.994199425,1.393049913,5.94954764
700.01,high density,single_storey,5,No,walled,established,50,35152.92857,2,2.975385449,0.989100334,1.399914173,5.941446439
525,high density,single_storey,3,No,walled,established,50,28265.29286,2,2.981380067,1.001696958,1.385421816,5.959054976
525.03,high density,single_storey,5,No,walled,established,50,33887.34286,3,2.968958921,1.010584644,1.377658857,5.969113208
450.03,high density,single_storey,3,No,walled,relatively new,50,26364.92857,2,2.962559701,1.037948833,1.376819731,5.977848458
437.92,high density,single_storey,4,No,walled,relatively new,50,26057.39286,3,2.96527844,1.051082564,1.362415417,5.995987179
524.95,high density,single_storey,4,No,walled,relatively new,50,31979.61429,4,2.952733678,1.063489232,1.354747556,6.007418599
440.6,high density,single_storey,3,No,walled,relatively new,50,30774.63571,1,2.946642371,1.120216858,1.304989954,6.0753164
490.01,high density,single_storey,3,No,walled,relatively new,50,39520.62857,3,2.903399514,1.040698446,1.349106664,6.00577386
524.95,high density,single_storey,3,No,walled,relatively new,50,31878.52143,2,2.938390235,1.048394272,1.340498863,6.016505781
435.51,high density,single_storey,4,No,fenced,relatively new,50,25864.4,2,2.93085213,1.065485781,1.328639309,6.033429821
435.01,high density,single_storey,4,No,fenced,relatively new,50,36714.59286,3,2.921159676,1.108024663,1.287980888,6.087120125
449.93,high density,single_storey,4,No,walled,relatively new,50,37443.50714,2,2.885443785,1.096621001,1.298217114,6.073260882
674.85,high density,single_storey,2,No,walled,relatively new,64.28571429,63144.64286,2,2.894450144,1.070920198,1.28052207,6.081427512
449.98,high density,single_storey,1,No,walled,relatively new,50,37413.48571,2,2.87421282,1.097780232,1.278867144,6.092150928
568.77,high density,single_storey,6,No,walled,relatively new,50,31083.95,2,2.875418553,1.073307057,1.341743387,6.023293272
484.12,high density,single_storey,3,No,fenced,relatively new,50,30296.04286,2,2.934945816,1.083578829,1.331425342,6.03675583
525,high density,single_storey,3,No,fenced,old,50,27828.09286,2,2.925889565,1.096584784,1.321118595,6.051226215
502.78,high density,single_storey,3,No,walled,old,50,27271.22857,4,2.91706735,1.108110515,1.311203428,6.064896622
749.89,high density,single_storey,3,No,fenced,old,50,41466.55,2,2.908410211,1.075348303,1.320193493,6.044838405
568.8,high density,single_storey,4,No,fenced,old,50,32963.72857,2,2.91392616,1.054577735,1.273028613,6.08331848
450,high density,single_storey,3,No,walled,old,50,37173.56429,3,2.864899915,1.08833105,1.268034429,6.099160215
450.07,high density,single_storey,2,No,walled,established,50,25904.92143,2,2.863717899,1.079874643,1.249930529,6.113427585
449.98,high density,single_storey,2,No,walled,established,50,25869.32143,2,2.844850547,1.06844071,1.258889641,6.101176392
450,high density,single_storey,3,No,walled,new,50,25863.05,4,2.852478778,0.947477923,1.394006348,5.937267725
484.58,high density,single_storey,3,No,walled,relatively new,50,30168.62143,2,2.969332901,0.938822978,1.384241869,5.944992623
524.98,high density,single_storey,5,No,walled,relatively new,50,31450.07857,3,2.9583724,0.959007728,1.382255276,5.951458088
402.9,high density,single_storey,4,No,walled,relatively new,50,34718.32857,2,2.959614754,0.955820524,1.36206484,5.970524569
487.71,high density,single_storey,3,No,walled,old,50,30246.08571,2,2.939278761,0.963373431,1.355214398,5.978976631
525.01,high density,single_storey,3,No,walled,old,50,27693.85714,2,2.933703214,0.994901124,1.347740186,5.994130299
449.95,high density,single_storey,3,No,fenced,old,50,30607.25714,2,2.930989758,1.000628416,1.34174745,6.00148416
629.51,high density,single_storey,2,No,walled,old,64.28571429,55001.25714,3,2.925888466,1.010460033,1.333157759,6.012503777
435.01,high density,single_storey,5,No,fenced,old,50,14523.57143,2,2.918769362,1.000816556,1.318653254,6.023923018
450.07,high density,single_storey,3,No,walled,old,50,30580.57143,3,2.903118132,1.019605755,1.323813661,6.024119535
433.92,high density,single_storey,2,No,fenced,old,32.14285714,33094.11429,2,2.910771512,1.030854184,1.312765982,6.038040103
449.98,high density,single_storey,3,No,walled,relatively new,50,25706.60714,2,2.901319773,1.043149162,1.304298428,6.049871168
450.02,high density,single_storey,3,No,walled,relatively new,50,28904.1,2,2.894489388,1.021140465,1.301865257,6.045720739
524.96,high density,single_storey,1,No,walled,relatively new,50,31268.93571,2,2.889275585,1.031456483,1.291778592,6.058387098
412.5,high density,single_storey,2,No,walled,relatively new,32.14285714,32050.50714,2,2.880629524,1.931972654,4.571356916,10.83073895
510.05,high density,single_storey,2,No,walled,relatively new,32.14285714,36216.70714,2,4.9942592,1.937920458,4.573812114,10.82835377
612.59,high density,single_storey,4,No,fenced,relatively new,50,31814.32857,3,5.00017082,1.953387569,4.582639759,10.8270206
582,high density,single_storey,3,No,walled,relatively new,50,28858.99286,2,5.015530674,1.957474684,4.582490035,10.82175131
405.98,high density,single_storey,3,No,walled,established,50,34574.05714,2,5.01950616,1.963950778,4.585303047,10.81945375
523.61,high density,single_storey,3,No,walled,new,50,31086.32143,2,5.025872957,1.990373648,4.606400153,10.82907031
612.72,high density,single_storey,4,No,walled,new,50,29568.7,2,5.052169867,1.999529271,4.617281204,10.83946835
376.33,high density,single_storey,5,No,walled,new,50,27667.32143,1,5.061427458,2.006059917,4.626328151,10.84945806
524.98,high density,single_storey,3,No,fenced,new,50,31099.09286,3,5.068068194,2.01210681,4.635069058,10.8594599
428.06,high density,single_storey,4,No,walled,new,50,24923.26429,4,5.074212028,1.987781737,4.611458556,10.84226548
524.94,high density,single_storey,3,No,fenced,new,50,27344.04286,2,5.049850083,1.992319857,4.619676508,10.85307803
449.99,high density,single_storey,5,No,walled,new,50,25467.35714,1,5.05449443,1.999438779,4.628759543,10.86247219
520,high density,single_storey,2,No,walled,new,50,40205.65,2,5.061664458,2.007310514,4.638581152,10.87243852
406,high density,single_storey,3,No,walled,relatively new,50,34499.17857,3,5.069575633,2.020433378,4.645229399,10.86951393
524.98,high density,single_storey,4,No,walled,relatively new,50,40443.12857,2,5.082601829,2.027456255,4.654453999,10.87932946
525,high density,single_storey,2,No,fenced,relatively new,50,27313.77857,2,5.089680908,2.013386596,4.762540728,4.145179403
450.01,high density,single_storey,2,No,walled,relatively new,50,36661.60714,2,3.024403053,1.987080322,4.752589883,4.123785912
524.96,high density,single_storey,3,No,walled,relatively new,50,31001.48571,1,3.061715376,1.986531403,4.754715983,4.116939811
512.54,high density,single_storey,3,No,fenced,relatively new,50,39707.95,2,3.064722909,1.985527498,4.745471596,4.140288311
375.04,high density,single_storey,2,No,walled,old,50,24751.85,3,3.058619085,1.990290294,4.748384266,4.141122829
449.99,high density,single_storey,4,No,walled,old,50,25239.45714,2,3.052628317,1.99464825,4.750977332,4.142086543
581.23,high density,single_storey,2,No,walled,old,32.14285714,38895.43571,3,3.047148829,2.008239419,4.759259371,4.144601448
517.96,high density,single_storey,3,No,walled,old,50,26909.37143,2,3.030508019,2.023003294,4.76831624,4.147238192
481.37,high density,single_storey,2,No,walled,old,50,29415.37143,2,3.012955343,2.009625695,4.745438523,4.183886296
594.63,high density,single_storey,4,No,walled,old,50,32990.95714,1,3.022185314,2.045321652,4.66258087,10.87347398
524.94,high density,single_storey,3,No,walled,old,50,32614.72857,2,5.107336422,2.051649364,4.672436395,10.88540351
435.02,high density,single_storey,3,No,walled,relatively new,50,24691.32143,2,5.113781717,2.051933306,4.665659261,10.87145667
449.97,high density,single_storey,3,No,fenced,relatively new,50,26614.77857,2,5.113842062,2.057284299,4.666785873,10.86710218
468.88,high density,single_storey,3,No,walled,new,50,25469.43571,3,5.119036741,2.070562126,4.684089652,10.88529783
399.84,high density,single_storey,3,No,walled,new,50,23621.17857,3,5.132518939,2.084331055,4.690986816,10.88203719
450,high density,single_storey,3,No,walled,new,50,24868,2,5.146054161,2.078100577,4.677202626,10.86223341
434.99,high density,single_storey,1,No,walled,new,50,24476.10714,2,5.139402894,2.085523153,4.680636752,10.85994514
405.99,high density,single_storey,3,No,walled,established,50,33894.4,1,5.146617336,2.100067084,4.699078145,10.87873744
637.65,high density,single_storey,4,No,walled,established,50,31797.41429,2,5.161466964,2.085541195,4.708820322,10.91647995
673.87,high density,single_storey,2,No,fenced,established,64.28571429,56832.90714,2,5.147780841,2.099919706,4.716687042,10.91432397
525.02,high density,single_storey,4,No,fenced,established,50,39742.54286,3,5.162047282,2.117324807,4.727902784,10.91514179
769.5,high density,single_storey,4,No,fenced,established,50,32721.47143,2,5.179308425,2.125141096,4.732083652,10.91377668
525,high density,single_storey,3,No,walled,established,50,26583.91429,2,5.187014115,2.131168043,4.734097614,10.91028581
412.47,high density,single_storey,3,No,fenced,established,50,34075.2,2,5.192891902,2.142700367,4.749247559,10.92641016
512.41,high density,single_storey,2,No,fenced,established,50,29908.49286,2,5.204611062,2.138693565,4.749733478,10.93245588
420.03,high density,single_storey,3,No,walled,established,50,25358.23571,1,5.200745775,2.150101539,4.742078862,10.90268684
442.57,high density,single_storey,4,No,fenced,new,50,24359.62857,3,5.211326147,2.157897844,4.746329078,10.90149847
437.78,high density,single_storey,3,No,fenced,new,50,28878.47857,2,5.218939109,2.156523491,4.754908876,10.92046679
720.01,high density,single_storey,2,No,fenced,new,64.28571429,59457.70714,1,5.218127361,2.165278629,4.760667466,10.92109431
437.5,high density,single_storey,2,No,fenced,old,50,27186.53571,3,5.226764681,2.169790459,4.762830587,10.91979469
524.9,high density,single_storey,2,No,walled,old,50,26205.85,4,5.231167876,2.184622481,4.770592008,10.91683692
524.95,high density,single_storey,3,No,walled,new,50,39317.6,2,5.24564169,2.172619667,4.7493578,10.88928592
405.99,high density,single_storey,3,No,walled,relatively new,50,23186.98571,3,5.232893455,2.179821655,4.751900372,10.88544682
493.01,high density,single_storey,4,No,fenced,relatively new,50,37682.01429,2,5.239753372,2.19923758,4.777749988,10.91294308
499.9,high density,single_storey,2,No,walled,relatively new,50,38024.82143,4,5.259815329,2.15307746,4.772001831,10.95961626
450.01,high density,single_storey,3,No,walled,relatively new,50,27490.68571,3,5.21533008,2.160007426,4.775730998,10.95839323
487.46,high density,single_storey,5,No,walled,relatively new,50,37350.95,3,5.222215589,2.180642686,4.797012072,10.97562209
502.06,high density,single_storey,2,No,fenced,relatively new,50,29089.97143,2,5.242888464,2.173441316,4.782274897,10.95462701
435.02,high density,single_storey,2,No,walled,relatively new,32.14285714,31580.92143,2,5.235507671,2.18565416,4.797912227,10.97103004
525.03,high density,single_storey,5,No,fenced,relatively new,50,31673.88571,2,5.247831456,2.180419725,4.78607984,10.95350314
450.04,high density,single_storey,3,No,walled,old,50,24152.15714,3,5.242402848,2.200623996,4.807116503,10.97071162
512.44,high density,single_storey,4,No,fenced,old,50,27535.59286,1,5.262682396,2.187472337,4.789778912,10.95207013
524.98,high density,single_storey,3,No,walled,old,50,29765.85,2,5.249353783,2.194630674,4.793538419,10.95062741
524.25,high density,single_storey,4,No,walled,old,50,31592.75,2,5.256395702,2.20500623,4.807725159,10.96634775
525,high density,single_storey,4,No,fenced,old,50,29741.47857,4,5.266952543,2.201085403,4.796347515,10.94814736
450.08,high density,single_storey,4,No,walled,relatively new,50,24101.61429,2,5.262706278,2.215125319,4.814744004,10.96776319
487.61,high density,single_storey,2,No,walled,old,50,37223.58571,1,5.276984442,2.221918267,4.818243741,10.96623474
507.4,high density,single_storey,3,No,walled,old,50,29116.37143,3,5.283661863,2.228926064,4.82182665,10.96460355
501.94,high density,single_storey,2,No,walled,old,50,37902.42143,1,5.290536069,2.214799803,4.803440697,10.94517009
450.01,high density,single_storey,3,No,walled,old,50,28864.08571,2,5.276127165,2.218844058,4.803282326,10.93974024
449.99,high density,single_storey,4,No,walled,relatively new,50,24004.7,2,5.279937281,2.236440538,4.81471338,10.9406423
419.06,high density,single_storey,3,No,fenced,relatively new,50,23223.92143,3,5.297213134,2.243734463,4.818695832,10.93948697
525.03,high density,single_storey,4,No,walled,relatively new,50,27724.64286,3,5.304308244,2.256498525,4.835615993,10.95757638
627.02,high density,single_storey,2,No,fenced,relatively new,64.28571429,53025.90714,4,5.31743533,2.264183679,4.839958156,10.95663275
433.58,high density,single_storey,3,No,walled,relatively new,50,34377.72143,2,5.324931474,2.286178597,4.840544668,10.93009727
591.19,high density,single_storey,2,No,walled,relatively new,32.14285714,37954.19286,4,5.345252702,2.237390073,4.843506421,10.9982077
405.98,high density,single_storey,2,No,walled,relatively new,32.14285714,25610.53571,2,5.299514134,2.251363617,4.850759283,10.99509346
525,high density,single_storey,4,No,walled,relatively new,50,25685.47143,2,5.31331595,2.001867217,4.742042903,4.178977283
375.03,high density,single_storey,3,No,walled,old,50,23265.84286,3,3.031415455,1.992224937,4.736256833,4.177031077
524.75,high density,single_storey,3,No,fenced,old,50,38761.9,3,3.042529145,1.987929683,4.733970622,4.17540345
519.99,high density,single_storey,4,No,walled,relatively new,50,29235.28571,1,3.047686048,1.983187673,4.731137239,4.174431805
799.66,high density,single_storey,2,No,fenced,relatively new,64.28571429,63790.72143,1,3.053287525,1.964198755,4.719456071,4.171502838
450,high density,single_storey,3,No,walled,relatively new,50,25238.18571,3,3.076049636,1.947573245,4.70099723,4.190839444
700,high density,single_storey,2,No,fenced,relatively new,64.28571429,57321.69286,2,3.091121274,1.952104979,4.703666533,4.191797175
508.66,high density,single_storey,4,No,fenced,old,50,37712.72857,3,3.08562578,1.956761377,4.706446204,4.19269063
487.47,high density,single_storey,2,No,fenced,new,50,29670.44286,2,3.080053583,0.972684838,1.302601704,6.032247827
