Area,Location,Property Type,Number of structures,Swimming Pool,Boundary,Age Category,Land Rate,Market Value,Number of rooms,Proximity to schools(km),Proximity to healthcare(km),Proximity to malls(km),Proximity to highway(km)
409.79,medium density,single_storey,2,No,walled,new,57.14285714,53925,6,1.630485898,0.75909886,2.905935611,1.179044657
400,medium density,single_storey,2,No,walled,new,57.14285714,53344.65714,3,1.600744177,0.736019674,2.899833615,0.38832261
405.46,medium density,single_storey,2,No,walled,new,57.14285714,53506.82143,3,1.564523273,1.15750757,2.665909884,1.20696424
415.62,medium density,single_storey,4,No,walled,new,35.71428571,45017.27857,3,1.553835227,1.210242274,2.630595494,1.230207735
404.44,medium density,single_storey,2,No,walled,new,35.71428571,44601.76429,2,1.548674015,1.22979864,2.616453433,1.240724365
412.02,medium density,single_storey,2,No,walled,relatively new,28.57142857,41927,6,1.559197872,1.183597054,2.648493842,1.218073462
413.02,medium density,single_storey,2,No,walled,relatively new,35.71428571,44904.92857,4,1.563114215,0.997795914,2.745823201,1.192998986
417.89,medium density,single_storey,1,No,walled,relatively new,57.14285714,53981.20714,3,1.881571374,0.647903409,3.133964943,0.944043868
413.1,medium density,single_storey,2,No,fenced,relatively new,57.14285714,53581.62857,4,1.904715199,0.661013064,3.148063691,0.913688968
402.02,medium density,single_storey,2,No,walled,new,35.71428571,44293.47857,6,1.820474308,0.779655484,3.033834498,0.958024512
403.97,medium density,single_storey,2,No,walled,new,35.71428571,44311.05,4,1.794036181,0.777807271,3.013695688,0.986509826
404.97,medium density,single_storey,3,No,walled,new,35.71428571,44302.70714,5,1.768559319,0.76726645,2.998429332,1.017156925
405,medium density,single_storey,1,No,walled,new,57.14285714,52905.07143,4,1.603870158,1.15940009,2.693921985,1.171470607
414.63,medium density,single_storey,3,No,walled,new,35.71428571,44434.64286,5,1.635505447,1.097838684,2.748430346,1.129281305
412.04,medium density,single_storey,2,No,walled,new,28.57142857,44250.35,2,1.950133295,1.848522175,5.259428088,0.197643927
420.94,medium density,single_storey,2,No,walled,new,35.71428571,44539.2,4,2.117032965,1.860440389,5.351514629,0.34891483
404.99,medium density,single_storey,2,No,walled,new,35.71428571,43943.69286,4,1.803653102,1.01736503,2.919879778,0.956105395
413.38,medium density,single_storey,2,No,walled,established,35.71428571,44196.55,5,1.827660646,1.007414088,2.944484698,0.931485538
410.91,medium density,single_storey,1,Yes,walled,established,35.71428571,44108.14286,4,1.852787962,1.063166361,2.941532484,0.915679085
406.91,medium density,single_storey,2,No,walled,established,35.71428571,43838.02857,3,1.842331004,1.021271791,2.950945379,0.918779789
410.38,medium density,single_storey,2,No,walled,established,35.71428571,43941.85,4,1.829371872,1.104719333,2.902552378,0.947778371
409.93,medium density,single_storey,1,No,walled,established,57.14285714,52694.90714,4,1.961488938,0.960271401,3.132875419,0.739912552
440.02,medium density,single_storey,2,No,walled,established,35.71428571,44951.34286,5,1.962626805,0.942984636,3.150151355,0.72815407
410.88,medium density,single_storey,1,No,walled,established,35.71428571,43862.22143,3,1.959891447,0.926482379,3.171794021,0.711969828
404.18,medium density,single_storey,2,No,walled,established,35.71428571,43577.60714,4,1.962306994,0.908832603,3.189004998,0.701562712
408.15,medium density,single_storey,2,No,walled,established,35.71428571,43700.82143,4,1.9852359,0.895306683,3.176065486,0.72153556
404.97,medium density,single_storey,2,No,fenced,established,35.71428571,43521.91429,3,1.966102816,0.892658868,3.203209862,0.694217611
406.96,medium density,single_storey,2,No,fenced,established,35.71428571,43590.20714,4,1.975991875,0.86945011,3.218419745,0.253817927
401.76,medium density,single_storey,2,No,walled,established,35.71428571,43400.28571,3,1.971387365,0.857963742,3.238950286,0.232806803
594.87,medium density,single_storey,1,No,walled,established,64.28571429,67214.34286,5,1.904326894,0.99456094,3.164868972,0.35871387
402.22,medium density,single_storey,2,No,walled,relatively new,35.71428571,43313.77143,4,1.906989246,0.973655833,3.184793729,0.680283023
417.65,medium density,single_storey,2,No,fenced,relatively new,57.14285714,52679.20714,4,1.868828229,1.015019895,3.187184162,0.665381232
406.03,medium density,single_storey,1,No,walled,relatively new,28.57142857,40377.02143,4,1.910294876,0.951661255,3.205928445,0.666135964
417.66,medium density,single_storey,2,No,walled,relatively new,57.14285714,52598.87143,2,1.820300422,1.135512022,3.122093361,0.713434209
438.18,medium density,single_storey,2,No,fenced,relatively new,57.14285714,44330.82857,3,1.818620453,1.17181308,3.090018229,0.744703951
423.02,medium density,single_storey,2,No,fenced,relatively new,28.57142857,40767.61429,5,1.801909278,1.183275698,3.098984086,0.735871476
406.9,medium density,single_storey,2,No,walled,relatively new,35.71428571,43195.82857,5,1.805260197,1.145860615,3.130158004,0.704839381
425.77,medium density,single_storey,2,No,walled,relatively new,35.71428571,43604.76429,3,1.385090428,1.490272745,4.51574577,0.259608026
418.22,medium density,single_storey,1,No,walled,old,35.71428571,43279.57143,3,1.76098288,1.092179814,3.244459301,0.59273689
417.64,medium density,single_storey,3,No,walled,old,57.14285714,52185.05,4,1.762996648,1.07276671,3.264825932,0.574437005
408.19,medium density,single_storey,1,No,walled,old,35.71428571,42867.8,3,1.770675722,1.052349538,3.278982998,0.201483224
412.03,medium density,single_storey,2,No,walled,old,35.71428571,42863.25,4,1.799315653,1.065710889,3.22199789,0.618968767
413.34,medium density,single_storey,2,No,fenced,old,35.71428571,42807.36429,3,1.808978284,1.023462215,3.258952682,0.143376972
406.9,medium density,single_storey,1,No,walled,old,35.71428571,38199.37143,4,1.76800518,1.034715307,3.306226708,0.170861123
417.64,medium density,single_storey,2,No,fenced,old,57.14285714,51883.72857,4,1.814048183,0.987607334,3.298112333,0.560008166
408.74,medium density,single_storey,1,No,walled,old,35.71428571,42582.32857,4,1.816047975,0.969773792,3.319956004,0.544205418
732.15,medium density,single_storey,1,No,walled,old,57.14285714,69739.75714,4,1.818393764,0.953880957,3.339563968,0.530871634
402.67,medium density,single_storey,3,No,fenced,old,35.71428571,42271.18571,3,1.819380536,0.937270124,3.36391919,0.096386583
415.26,medium density,single_storey,2,No,walled,old,35.71428571,38245.91429,5,1.820517355,0.924171371,3.383726053,0.080062847
417.54,medium density,single_storey,2,No,walled,old,57.14285714,51603.58571,3,1.826747546,0.905589622,3.404614958,0.181733933
412.77,medium density,single_storey,1,No,walled,old,35.71428571,42463.72857,5,1.775498002,0.971182403,3.389257862,0.072730792
409.87,medium density,single_storey,1,No,walled,relatively new,35.71428571,42254.60714,5,1.781876782,0.954946166,3.405208174,0.054027174
405,medium density,single_storey,1,No,walled,relatively new,35.71428571,42056.26429,5,1.771941176,1.003507587,3.344146479,0.125007001
417.82,medium density,single_storey,1,No,walled,relatively new,57.14285714,42496.60714,5,1.772791653,0.988204092,3.366254497,0.099494967
402.74,medium density,single_storey,1,No,walled,relatively new,35.71428571,41921.32143,4,1.785165466,0.941066095,3.424254669,0.035539514
417.62,medium density,single_storey,2,No,walled,relatively new,57.14285714,51398.19286,3,1.789583671,0.925084145,3.446566364,0.197971173
415.46,medium density,single_storey,1,No,walled,relatively new,35.71428571,42274.04286,6,1.791797723,0.912336797,3.469219844,0.186689727
414.39,medium density,single_storey,2,No,walled,relatively new,35.71428571,42159.37143,3,1.793124388,0.901592843,3.491707256,0.17981933
406.9,medium density,single_storey,1,No,walled,relatively new,35.71428571,41828.07143,4,1.800392285,0.887083283,3.509516981,0.170688039
428.1,medium density,single_storey,3,No,walled,relatively new,35.71428571,42563.57143,4,1.80718161,0.872934956,3.529950915,0.165446905
404.99,medium density,single_storey,2,No,walled,relatively new,35.71428571,41714.25,5,1.813865227,0.85983983,3.550178232,0.164295272
411.17,medium density,single_storey,1,No,fenced,relatively new,57.14285714,50734.32143,4,1.855356712,0.821676994,3.530425107,0.122952567
404.39,medium density,single_storey,2,No,walled,relatively new,35.71428571,41584.12857,6,1.851867136,0.832295761,3.508907099,0.120363053
410.38,medium density,single_storey,2,No,fenced,relatively new,35.71428571,41753.42143,4,1.84541219,0.846650442,3.488315624,0.125925936
412.03,medium density,single_storey,1,No,walled,relatively new,35.71428571,41780.17857,4,1.837515929,0.873278489,3.445524171,0.14613544
419.83,medium density,single_storey,2,No,fenced,relatively new,35.71428571,41864.45,2,1.841627184,0.860629515,3.463897783,0.134632301
405.33,medium density,single_storey,2,No,walled,relatively new,57.14285714,49938.22143,6,1.833014442,0.889655847,3.421903199,0.163686413
404.97,medium density,single_storey,1,No,walled,relatively new,57.14285714,49908.53571,3,1.801911804,0.914475196,3.440500914,0.187337595
412.82,medium density,single_storey,1,No,walled,old,35.71428571,41404.37143,3,1.865658792,1.00073918,3.207596899,0.648171869
405.01,medium density,single_storey,1,No,walled,old,35.71428571,41113.92857,3,1.911037783,0.933537451,3.226712214,0.651760423
430.64,medium density,single_storey,2,No,walled,old,57.14285714,51194.28571,4,1.863787777,0.984525853,3.229315888,0.630678561
410.33,medium density,single_storey,1,No,fenced,old,57.14285714,47015.77857,4,1.863067297,0.966513937,3.252599318,0.61285494
408.25,medium density,single_storey,3,No,fenced,old,35.71428571,41051.42143,4,1.86560215,0.945721162,3.275890359,0.596970927
410.9,medium density,single_storey,2,No,walled,old,35.71428571,41001.43571,4,1.909729899,0.915168481,3.251586455,0.63414037
438.19,medium density,single_storey,2,No,walled,old,57.14285714,37222.07143,4,1.915886975,0.896727006,3.266847119,0.62718197
419.22,medium density,single_storey,2,No,walled,old,35.71428571,41232.11429,6,1.869023823,0.927195954,3.295934718,0.584529949
415.2,medium density,single_storey,2,No,walled,old,35.71428571,41065.86429,3,1.914949916,0.880913651,3.289808028,0.208791492
417.67,medium density,single_storey,1,No,fenced,old,57.14285714,50039.08571,3,1.876420176,0.90712629,3.312853752,0.576871372
403.11,medium density,single_storey,2,No,walled,old,28.57142857,37657.05714,3,1.920675913,0.860624534,3.309935992,0.182868617
418.81,medium density,single_storey,1,No,walled,established,28.57142857,41059.74286,3,1.873881353,0.893587446,3.33739844,0.031241762
417.67,medium density,single_storey,2,No,fenced,established,57.14285714,36526.52143,3,1.875304735,0.880030843,3.356473174,0.03058853
420.95,medium density,single_storey,2,No,walled,established,35.71428571,41087.22857,4,1.919790235,0.831557325,3.356675096,0.079328778
401.75,medium density,single_storey,2,No,fenced,established,35.71428571,40307.89286,5,1.927582573,0.813101403,3.373810507,0.096003427
408.17,medium density,single_storey,2,No,fenced,established,35.71428571,40505.54286,4,1.886147721,0.843303844,3.399954296,0.123712864
423.79,medium density,single_storey,2,No,fenced,established,35.71428571,40963.61429,4,1.891392963,0.827119833,3.420385011,0.102950869
405.04,medium density,single_storey,2,No,fenced,established,57.14285714,48907.12857,4,1.930833942,0.797206186,3.396274658,0.113664046
401.85,medium density,single_storey,1,No,walled,established,35.71428571,39834.77857,3,1.891547893,0.81818773,3.43865769,0.091384861
420.75,medium density,single_storey,1,No,walled,established,57.14285714,49504.54286,4,1.942258519,0.774353129,3.417075472,0.14029077
408.18,medium density,single_storey,2,No,walled,relatively new,35.71428571,40023.97143,2,1.94218094,0.763349175,3.440548796,0.03755104
417.62,medium density,single_storey,1,No,walled,relatively new,57.14285714,35690.1,5,1.897604633,0.800848912,3.463362189,0.075121774
415.25,medium density,double_storey,2,No,walled,relatively new,35.71428571,40066.06429,3,1.90439448,0.786553286,3.481099772,0.066928514
408.33,medium density,single_storey,1,No,walled,relatively new,35.71428571,39809.17857,4,1.908697314,0.774628566,3.501476129,0.068951305
423.06,medium density,single_storey,1,No,walled,relatively new,35.71428571,40301.00714,4,1.95736776,0.732464892,3.476239142,0.023622515
421.98,medium density,single_storey,2,No,walled,relatively new,35.71428571,40206.86429,4,1.920180134,0.845947896,3.332908994,0.158661735
420.93,medium density,single_storey,2,No,walled,established,35.71428571,40041.87143,4,1.976607564,0.838880659,3.256459389,0.211042712
406.09,medium density,single_storey,1,No,walled,established,35.71428571,39465.12857,5,1.981132694,0.821373099,3.273507099,0.190442881
408.5,medium density,single_storey,2,No,fenced,established,35.71428571,39484.30714,5,1.988824206,0.788752931,3.308282706,0.150048806
405.08,medium density,single_storey,1,No,walled,established,35.71428571,39354.00714,4,1.964414622,0.821264496,3.298655004,0.169625201
413.39,medium density,single_storey,2,No,walled,established,35.71428571,39564.62857,4,1.978487489,0.773994779,3.348180041,0.110093765
450.04,medium density,single_storey,1,No,fenced,established,35.71428571,40858.71429,4,1.994835822,0.759622542,3.343496678,0.111242387
414.13,medium density,single_storey,2,No,walled,established,35.71428571,39548.95714,4,1.995875666,0.745805222,3.364696436,0.089143544
417.5,medium density,single_storey,2,No,walled,established,57.14285714,48502.53571,2,2.000256143,0.731302428,3.38216575,0.07169248
418.92,medium density,single_storey,1,No,walled,established,35.71428571,39524.14286,4,1.987975778,0.733116658,3.402959015,0.176749872
415.25,medium density,single_storey,1,No,walled,relatively new,35.71428571,39342.99286,4,1.999178371,0.721283608,3.403087087,0.117842988
438.16,medium density,single_storey,1,No,walled,new,57.14285714,49427.22143,2,2.005877127,0.705280157,3.421147237,0.133820844
417.6,medium density,single_storey,3,No,walled,new,57.14285714,48097.62857,4,1.989301095,0.722730573,3.420998809,0.033619228
415.53,medium density,single_storey,1,No,walled,new,35.71428571,39062.42143,3,2.008748622,0.696133156,3.434261593,0.038492704
405.03,medium density,single_storey,1,No,walled,relatively new,57.14285714,47275.21429,4,2.008526991,0.692080752,3.443844186,0.037529759
417.09,medium density,single_storey,1,No,fenced,relatively new,57.14285714,47893.39286,5,2.009198127,0.684628485,3.459821046,0.042585079
420.91,medium density,single_storey,2,No,walled,relatively new,35.71428571,38975.36429,5,2.022950999,0.662239411,3.480710874,0.068536149
417.68,medium density,single_storey,2,No,walled,relatively new,57.14285714,47698.00714,3,2.017192281,0.663164707,3.49514536,0.074024837
422.63,medium density,single_storey,1,No,walled,old,35.71428571,38691.25714,4,2.022694805,0.653652779,3.506874018,0.08823435
415.02,medium density,single_storey,2,No,walled,old,35.71428571,38339.12857,3,2.025251034,0.646007196,3.523878105,0.104767602
416.9,medium density,single_storey,2,No,walled,relatively new,35.71428571,38197.9,4,2.03120859,0.635400404,3.541180091,0.124438451
418.98,medium density,single_storey,2,No,walled,relatively new,35.71428571,47242.15714,3,2.035717621,0.626512185,3.560727758,0.145153717
417.66,medium density,single_storey,2,No,walled,relatively new,57.14285714,47157.2,3,2.033717943,0.62555417,3.577649962,0.159357699
396.79,medium density,single_storey,1,No,walled,relatively new,57.14285714,45905.95,4,2.041973811,0.615244512,3.590646717,0.176591904
404.63,medium density,single_storey,2,No,walled,old,57.14285714,46185.32857,5,2.062932296,0.595560914,3.578508326,0.132105188
418.9,medium density,single_storey,1,No,walled,old,35.71428571,38015.03571,5,2.082727865,0.577373949,3.566010558,0.28245726
415.42,medium density,single_storey,2,No,walled,old,35.71428571,37843.58571,4,2.103404091,0.558000754,3.556448838,0.29140361
405.02,medium density,single_storey,1,No,walled,old,35.71428571,37431.65,3,2.126597108,0.536819107,3.544216336,0.29665783
425.75,medium density,single_storey,1,No,walled,old,35.71428571,38137.04286,3,2.147525547,0.517536116,3.535098284,0.301167676
417.62,medium density,single_storey,2,No,walled,old,57.14285714,46782.07857,6,2.170596297,0.49757444,3.521174281,0.311872184
400,medium density,single_storey,1,No,walled,old,35.71428571,37192.17143,3,2.19611986,0.474333924,3.511665591,0.319755893
420.91,medium density,single_storey,2,No,walled,established,35.71428571,37852.70714,4,2.216941011,0.453571709,3.510542803,0.321120433
406.08,medium density,single_storey,2,No,walled,established,35.71428571,37120.32857,4,2.225893818,0.433080296,3.515899251,0.317420086
424.13,medium density,single_storey,1,No,walled,established,35.71428571,37750.90714,3,2.229372824,0.411598301,3.525592633,0.311004414
416.91,medium density,single_storey,3,No,walled,established,35.71428571,37459.39286,4,2.231850894,0.389813604,3.53428565,0.307373706
415.22,medium density,single_storey,2,No,walled,established,35.71428571,37398.42143,4,2.241282617,0.370014119,3.549444146,0.298663929
416.18,medium density,single_storey,2,No,fenced,established,35.71428571,37420.1,4,2.261744231,0.377706653,3.568370873,0.278053131
417.67,medium density,single_storey,2,No,fenced,established,57.14285714,46409.76429,4,2.274919166,0.350033164,3.589879632,0.269541534
417.65,medium density,single_storey,2,No,walled,relatively new,57.14285714,46378.5,4,2.292083104,0.344716104,3.60954178,0.130916746
404.99,medium density,single_storey,2,No,walled,established,35.71428571,36861.04286,5,2.309200163,0.340757318,3.629053801,0.137482526
405.03,medium density,single_storey,3,No,fenced,new,35.71428571,36827.6,3,1.663681208,1.169476641,3.294104307,0.541878524
410,medium density,single_storey,2,No,walled,old,35.71428571,36955.46429,6,1.664493284,1.149197898,3.318035555,0.516971395
404.99,medium density,single_storey,1,No,walled,old,35.71428571,36758.42857,4,1.709379809,1.13358547,3.269553394,0.565187654
405.08,medium density,single_storey,2,No,fenced,relatively new,35.71428571,36609.55714,3,1.696778996,1.133765903,3.287929863,0.546795372
417.64,medium density,single_storey,4,No,walled,relatively new,57.14285714,32532.50714,4,1.667827885,1.130966823,3.336660841,0.498060091
408.22,medium density,single_storey,2,No,fenced,relatively new,35.71428571,36652.52857,3,1.714173038,1.09556088,3.309719416,0.526634725
405,medium density,single_storey,2,No,walled,relatively new,35.71428571,36500.79286,6,1.71133461,1.081211501,3.333647765,0.178931393
405.03,medium density,single_storey,2,No,walled,relatively new,35.71428571,36484.35,4,1.670553224,1.112231366,3.358155391,0.476976978
405.03,medium density,single_storey,2,No,walled,relatively new,35.71428571,36484.26429,4,1.671038169,1.097560756,3.378961998,0.168254142
416.02,medium density,single_storey,2,No,walled,relatively new,57.14285714,32271.66429,5,1.714394975,1.063214104,3.354259816,0.152849636
414.08,medium density,single_storey,1,No,walled,old,35.71428571,36490.61429,3,1.715562235,1.048394708,3.374682186,0.129208604
416.63,medium density,single_storey,2,No,walled,old,35.71428571,36376.77143,4,1.669757358,1.084116952,3.402488983,0.146859839
411.85,medium density,single_storey,3,No,fenced,established,35.71428571,31590.27143,3,1.672859335,1.067392419,3.42472108,0.124192963
415.26,medium density,single_storey,2,No,walled,established,35.71428571,31539.61429,5,1.720902681,1.02837856,3.397148462,0.100376855
428.52,medium density,single_storey,2,No,walled,established,57.14285714,45624.22857,4,1.719444215,1.017681275,3.418598269,0.080142312
411.04,medium density,single_storey,1,No,walled,old,35.71428571,35657.38571,3,1.682664513,1.047697979,3.440101663,0.1015923
416.62,medium density,single_storey,2,No,fenced,new,35.71428571,35812.7,4,1.696429588,1.02589492,3.452085245,0.078331065
412.16,medium density,single_storey,2,No,walled,old,28.57142857,32619.57143,4,1.726255982,0.988609194,3.460069782,0.040725674
404.48,medium density,single_storey,3,No,walled,old,35.71428571,35228.11429,4,1.692449924,1.005736058,3.506018002,0.110954217
405.02,medium density,single_storey,2,No,walled,old,35.71428571,35189.83571,3,1.695336214,0.994099303,3.528000635,0.094226618
405.02,medium density,single_storey,2,No,walled,old,35.71428571,35172.18571,3,1.740967672,0.954024332,3.50238857,0.232985457
400,medium density,single_storey,1,No,walled,new,35.71428571,34965.39286,5,1.706513049,0.976042735,3.545125801,0.090160067
415.22,medium density,single_storey,2,No,walled,established,35.71428571,35464.92857,3,1.74750183,0.939617954,3.522004798,0.223827709
414.44,medium density,single_storey,2,No,walled,relatively new,35.71428571,30959.61429,3,1.254639134,1.638880149,4.57280146,0.122736047
405.04,medium density,single_storey,1,No,walled,relatively new,35.71428571,34910.43571,4,1.230725383,1.615139645,4.514661483,0.104283411
414.41,medium density,single_storey,3,No,walled,relatively new,35.71428571,30760.91429,4,1.183474073,1.694659984,4.570195026,0.057119109
413.11,medium density,single_storey,2,No,walled,relatively new,35.71428571,35111.38571,4,1.169519983,1.675926207,4.529380076,0.03838404
417.97,medium density,single_storey,3,No,walled,old,35.71428571,35156.63571,4,1.155505764,1.66596313,4.498629713,0.046017858
404.99,medium density,single_storey,2,No,walled,relatively new,57.14285714,43268.09286,4,1.182733705,1.684859041,4.556382137,0.051459444
417.63,medium density,single_storey,3,No,fenced,relatively new,57.14285714,43944.8,5,1.163325064,1.644955304,4.477024091,0.069749199
404.46,medium density,single_storey,2,No,walled,relatively new,35.71428571,34511.12857,5,1.222121404,1.600765048,4.483847698,0.110230604
412.02,medium density,single_storey,3,No,walled,relatively new,35.71428571,30363.55,3,1.565383011,1.247509138,3.350164573,0.500308276
399.98,medium density,single_storey,1,No,walled,established,35.71428571,34129.3,5,1.580462771,1.231485498,3.346258889,0.500101255
402.27,medium density,single_storey,1,No,walled,established,35.71428571,34190.19286,6,1.596686613,1.224829621,3.329038612,0.515345138
404.46,medium density,single_storey,3,No,fenced,established,35.71428571,34262.52857,4,1.609778766,1.212491041,3.323872463,0.517998272
401.8,medium density,single_storey,3,No,fenced,old,35.71428571,33824.59286,4,1.612444307,1.194541955,3.342249703,0.49707778
415.47,medium density,single_storey,2,No,fenced,old,35.71428571,34297.22143,4,1.564262001,1.229451454,3.375291223,0.471464115
415.27,medium density,single_storey,3,No,walled,old,35.71428571,34287.05714,3,1.566494595,1.214457801,3.392069425,0.451708632
405.08,medium density,single_storey,2,No,walled,relatively new,35.71428571,33827.77857,3,1.599380258,1.170401139,3.397834329,0.439015631
404.97,medium density,single_storey,2,No,walled,relatively new,35.71428571,33729.58571,4,1.567385996,1.199523033,3.412204723,0.428948684
412.97,medium density,single_storey,2,No,fenced,relatively new,57.14285714,42719.43571,3,1.567847267,1.183777495,3.435900379,0.4028402
399.96,medium density,single_storey,1,No,walled,relatively new,35.71428571,33323.51429,5,1.61296799,1.147302262,3.408269943,0.426858353
406.4,medium density,single_storey,3,No,walled,established,35.71428571,33506.25714,5,1.572002176,1.167128165,3.455609449,0.381048102
440.8,medium density,single_storey,2,No,walled,established,35.71428571,34721.97857,2,1.618791058,1.12759201,3.429108424,0.405618919
407.1,medium density,single_storey,2,No,fenced,established,35.71428571,33517.02857,3,1.622418713,1.113242897,3.446713991,0.165976041
412,medium density,single_storey,2,No,walled,established,28.57142857,30665.63571,5,1.576599545,1.149315213,3.478281054,0.356907793
405.02,medium density,single_storey,2,No,walled,established,35.71428571,33339.42143,2,1.638791754,1.045419231,3.557657604,0.147619044
408.24,medium density,single_storey,2,No,walled,old,35.71428571,33351.57857,4,1.611548787,1.062170011,3.599729275,0.105549223
405.02,medium density,single_storey,2,No,fenced,old,35.71428571,33206.62857,4,1.822014175,0.839564142,3.602102441,0.183887264
435.75,medium density,single_storey,2,No,walled,established,35.71428571,34208.22143,5,1.844870988,0.818543936,3.587393709,0.160830411
426.08,medium density,single_storey,2,No,walled,established,35.71428571,33684.98571,3,1.866047441,0.797372431,3.583109171,0.146622195
405.28,medium density,single_storey,2,No,fenced,established,57.14285714,41595.32857,5,1.888572803,0.77652343,3.570595959,0.126919007
405,medium density,single_storey,1,No,walled,relatively new,57.14285714,41426.67857,4,1.906832712,0.761328251,3.553786806,0.10621443
419.25,medium density,single_storey,2,No,fenced,old,35.71428571,33156.98571,2,1.856614269,0.800230732,3.627379952,0.185982665
420.57,medium density,single_storey,2,No,fenced,new,35.71428571,33115.05714,3,1.901624652,0.756088763,3.611094056,0.159426856
411.12,medium density,single_storey,2,No,walled,old,35.71428571,32541.39286,2,1.920853626,0.737416663,3.603263954,0.149812296
405,medium density,single_storey,2,No,walled,old,57.14285714,40999.73571,3,1.942703309,0.716822217,3.590786732,0.137614795
405.01,medium density,single_storey,1,No,fenced,relatively new,57.14285714,40799.97857,4,1.925098916,0.739769062,3.565069377,0.112232684
415.77,medium density,single_storey,2,No,walled,relatively new,28.57142857,29466.59286,4,1.960099796,0.699864985,3.58502088,0.134230564
422.03,medium density,single_storey,1,No,walled,relatively new,35.71428571,32640.48571,4,1.969809991,0.702767357,3.526640573,0.076119597
426.6,medium density,single_storey,1,No,fenced,relatively new,57.14285714,41799.75714,4,1.5148394,1.233635766,3.458457942,0.391565538
404.45,medium density,single_storey,2,No,walled,relatively new,35.71428571,31844.65714,4,1.514277206,1.221070156,3.480922001,0.365981106
404.99,medium density,single_storey,2,No,walled,relatively new,35.71428571,31405.38571,6,1.517579151,1.208071118,3.497540817,0.346216782
410.91,medium density,single_storey,2,No,walled,relatively new,35.71428571,31604.30714,4,1.472119402,1.256525013,3.507486205,0.351603032
414.6,medium density,single_storey,3,No,walled,relatively new,35.71428571,31618.45714,6,1.527725499,1.177210655,3.536965854,0.300706121
408.49,medium density,single_storey,2,No,walled,old,35.71428571,31254.23571,4,1.481775825,1.217332912,3.56559949,0.280836858
410.4,medium density,single_storey,1,No,walled,old,57.14285714,26875.77857,3,1.476625896,1.244317806,3.520444028,0.334454541
404.01,medium density,single_storey,2,No,walled,old,35.71428571,30908.43571,3,1.482392602,1.225925326,3.54439397,0.304620519
404.9,medium density,single_storey,1,No,walled,old,35.71428571,30903.07857,4,1.520759368,1.19299064,3.520088635,0.320399783
410.4,medium density,single_storey,1,No,walled,relatively new,57.14285714,39504.02143,4,1.533736956,1.162131629,3.556642673,0.187270207
416.98,medium density,single_storey,1,No,walled,relatively new,57.14285714,39742.88571,3,1.484910885,1.205787261,3.585789917,0.257283015
611.44,medium density,single_storey,1,No,walled,new,64.28571429,55199.52857,4,1.49135854,1.191963274,3.604490199,0.170761891
400.03,medium density,single_storey,2,No,fenced,new,35.71428571,30002.80714,5,1.534873608,1.152819245,3.577929627,0.162867382
438.08,medium density,single_storey,2,No,fenced,established,57.14285714,26133.15714,3,1.540531974,1.139576214,3.598816141,0.13608441
401.75,medium density,single_storey,1,No,fenced,established,35.71428571,29509.72857,5,1.494241826,1.182590006,3.624237821,0.14880102
401.79,medium density,single_storey,3,No,walled,relatively new,35.71428571,29354.07143,4,1.497971931,1.172816556,3.64519709,0.126006284
417.62,medium density,single_storey,2,No,fenced,relatively new,57.14285714,25320.47857,5,1.506490623,1.159127303,3.664900439,0.100990522
408.83,medium density,single_storey,1,No,walled,relatively new,35.71428571,29035.91429,3,1.551532428,1.118312855,3.632308844,0.092619482
404.39,medium density,single_storey,2,No,walled,relatively new,35.71428571,28254.58571,4,0.865294978,1.792961602,4.250839994,0.597725713
401.78,medium density,single_storey,1,No,walled,new,35.71428571,28018.95714,3,1.049965072,1.839540612,4.616359441,0.129657805
522.74,medium density,single_storey,2,No,walled,established,35.71428571,32223.12857,4,1.042690892,1.827373384,4.593104623,0.11814584
410.77,medium density,single_storey,1,No,fenced,established,35.71428571,28160.15714,4,1.030231554,1.818310254,4.567438423,0.11473118
415.21,medium density,single_storey,2,No,fenced,old,35.71428571,27923.95,3,1.439299379,1.238741088,3.638513219,0.215778268
410.91,medium density,single_storey,1,No,walled,relatively new,35.71428571,26770.70714,5,1.417266583,1.259267236,3.651191125,0.213283457
409.32,medium density,single_storey,1,No,walled,new,57.14285714,35053,3,1.433487894,1.25746207,3.602678084,0.259577075
435.28,medium density,single_storey,1,No,fenced,new,35.71428571,27127.72143,2,1.016798235,1.809670694,4.540102711,0.118630546
425.07,medium density,single_storey,3,No,walled,new,28.57142857,26730.72143,4,0.99346398,1.903522809,4.638281502,0.194055199
412.02,medium density,single_storey,2,No,walled,new,35.71428571,21753.77857,4,0.976469721,1.895818128,4.611070346,0.190324256
437.93,medium density,single_storey,2,No,fenced,new,35.71428571,26813.84286,5,0.9652828,1.88556212,4.585669835,0.186807493
405.06,medium density,single_storey,1,No,walled,established,35.71428571,25438.45714,4,0.9516865,1.872429875,4.552385829,0.18747788
417.65,medium density,single_storey,4,No,walled,established,57.14285714,34793.81429,4,1.090379982,1.800692644,4.609060678,0.094116435
413.6,medium density,single_storey,2,No,walled,established,35.71428571,25685.26429,3,1.065976032,1.780259139,4.555771724,0.074507727
594.86,medium density,single_storey,1,No,walled,old,64.28571429,49045.55,4,1.509502722,1.149139567,3.704364203,0.073069405
627.91,medium density,single_storey,1,No,walled,old,64.28571429,51045.07857,3,1.782270896,0.873489342,3.654566987,0.346450031
